age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,outcome
19,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,35,0
35,Private,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,32,1
18,Private,6,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,0
31,Private,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,0
50,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,1
39,Self-emp-not-inc,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,60,1
50,Private,9,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,0
57,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,1
23,Private,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,0
18,Private,7,Never-married,Sales,Own-child,White,Female,0,0,20,0
35,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1
19,Private,4,Never-married,Other-service,Not-in-family,White,Male,0,0,60,1
56,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
29,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,1
57,Private,16,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,1
43,Private,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,0
28,Private,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,0
28,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,30,0
53,Private,6,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,40,0
26,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,0
21,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,30,0
58,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
52,Federal-gov,10,Separated,Exec-managerial,Not-in-family,White,Female,0,0,40,0
39,Private,10,Divorced,Other-service,Unmarried,White,Female,0,0,60,0
21,,9,Married-civ-spouse,,Other-relative,White,Female,0,0,35,0
38,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,1
41,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,1
38,Private,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,0
33,Private,13,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,24,0
48,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,1
26,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,80,1
57,Local-gov,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,0
45,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,1
24,Private,11,Never-married,Exec-managerial,Own-child,White,Male,0,0,35,0
38,Private,14,Married-civ-spouse,Other-service,Husband,Black,Male,0,1485,40,0
30,Private,5,Married-civ-spouse,Craft-repair,Husband,White,Male,2580,0,40,0
24,Private,13,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,0
63,Self-emp-inc,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,70,1
37,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,50,1
25,Private,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,0
24,Private,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,0
32,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,32,1
50,Self-emp-inc,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1
49,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,1
37,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,16,1
21,,10,Never-married,,Own-child,White,Female,0,0,30,0
58,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,1
37,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,0
38,State-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,7688,0,40,1
38,Local-gov,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,1
48,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,1
44,,9,Married-civ-spouse,,Husband,Black,Male,0,0,40,0
50,,9,Married-civ-spouse,,Husband,White,Male,0,0,55,1
20,Self-emp-inc,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,30,0
44,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1
39,Federal-gov,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,45,1
57,,10,Married-civ-spouse,,Husband,Asian-Pac-Islander,Male,0,0,60,1
27,Private,11,Never-married,Exec-managerial,Not-in-family,White,Male,10520,0,65,1
59,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,0
18,Private,7,Never-married,Other-service,Own-child,White,Male,1055,0,20,0
31,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,1
50,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,80,1
21,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,42,0
40,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,4650,0,40,0
44,State-gov,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,0
32,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,0
42,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,65,1
42,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,1
60,Local-gov,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,0
28,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,45,0
30,Private,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,0
22,Local-gov,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,0
45,Private,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,30,1
48,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,40,1
27,Private,15,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,0
32,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,1
36,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,1
37,Federal-gov,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,0
34,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,1
60,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,1
42,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
34,Local-gov,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,0
47,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,45,1
37,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
51,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,48,1
24,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,0
75,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,0
59,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,1
21,Private,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,0
19,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,60,0
24,Private,4,Married-civ-spouse,Sales,Husband,White,Male,2580,0,40,0
38,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,1
42,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,0
54,Private,10,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,1
33,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,42,1
42,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
74,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,1
54,Private,2,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,1
47,Self-emp-not-inc,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,1
64,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,9,1
60,,9,Married-civ-spouse,,Husband,White,Male,0,0,40,0
41,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,40,0
53,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,1
65,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
29,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
26,Private,9,Never-married,Machine-op-inspct,Unmarried,White,Male,5721,0,40,0
24,Private,13,Never-married,Sales,Own-child,White,Male,0,0,40,0
57,Self-emp-not-inc,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,38,1
75,Self-emp-not-inc,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,0
33,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
37,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,0
52,Private,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,0
32,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,1
21,Private,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,24,0
46,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,22,1
22,Private,10,Never-married,Other-service,Not-in-family,White,Male,0,0,25,0
45,Private,9,Separated,Tech-support,Not-in-family,White,Female,0,0,26,0
45,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
51,Self-emp-not-inc,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,2057,60,0
45,Self-emp-inc,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,1
34,Self-emp-not-inc,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,1
24,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,60,0
41,Private,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,44,0
39,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,1
48,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,47,0
59,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,45,1
41,Private,10,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,48,0
47,Local-gov,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,7688,0,50,1
24,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
26,,10,Never-married,,Own-child,White,Male,0,0,12,0
28,Private,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,54,0
19,,9,Never-married,,Other-relative,Asian-Pac-Islander,Female,0,0,12,0
44,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
27,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,0
33,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1
38,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,65,1
69,,16,Married-civ-spouse,,Husband,White,Male,0,0,50,1
38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
21,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,0
59,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,1
54,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
47,,9,Separated,,Unmarried,Black,Female,0,0,32,0
18,Federal-gov,7,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,15,0
32,Private,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,0
56,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,8614,0,55,1
43,Private,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,1
25,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,0
46,Federal-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
47,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,70,0
36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,1
46,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,70,0
45,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,0
30,Private,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,37,0
36,Self-emp-not-inc,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,1
70,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,0
26,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,0
34,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,0
51,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,1
31,Private,13,Never-married,Sales,Not-in-family,White,Female,0,0,65,1
40,Private,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,0
33,Local-gov,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,0
40,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,1
36,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,1
62,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1
43,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,1
35,Self-emp-not-inc,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,55,0
25,Private,9,Never-married,Sales,Own-child,White,Female,0,0,40,0
38,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,1
23,Private,9,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,45,0
17,Private,7,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,0
65,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,0
33,Private,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,0
50,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,1
17,,6,Never-married,,Own-child,White,Male,0,0,30,0
29,,9,Married-civ-spouse,,Not-in-family,White,Female,0,0,27,0
29,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
42,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,60,1
51,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,47,1
49,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,37,1
29,Private,9,Never-married,Craft-repair,Unmarried,White,Female,0,0,42,0
40,Private,15,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,40,0
61,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,1
27,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
47,Private,12,Married-civ-spouse,Prof-specialty,Wife,Black,Female,15024,0,40,1
20,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,15,0
56,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,0
50,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1
46,Private,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,33,0
27,Private,13,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,50,0
52,Private,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1
38,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,1
48,Private,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,0
23,Private,10,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,0,40,0
62,Private,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,0
23,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,0
27,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,0
24,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,0
24,State-gov,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,65,0
38,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,1
49,Private,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,42,1
24,Local-gov,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,0
37,State-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,0
18,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,20,0
30,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,1
49,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
62,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,1
59,Private,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,1
51,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,1
48,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
39,Self-emp-not-inc,10,Divorced,Sales,Unmarried,White,Male,0,0,47,0
50,Private,12,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,45,0
39,Private,14,Never-married,Sales,Not-in-family,White,Male,0,0,50,1
26,,10,Never-married,,Unmarried,White,Female,0,0,40,0
29,State-gov,10,Divorced,Adm-clerical,Own-child,White,Male,0,0,20,0
37,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,1
57,Federal-gov,15,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,55,1
38,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,70,1
43,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,1
29,Private,12,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,0
27,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,0
50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
25,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,0
43,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,1
31,Private,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
40,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,1
55,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
17,Private,3,Never-married,Other-service,Other-relative,White,Male,0,0,48,0
45,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
27,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,0
28,Private,9,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,0
32,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,0
39,Private,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,12,0
32,Private,9,Never-married,Sales,Own-child,Black,Female,0,1669,45,0
51,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,0
57,Private,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,0
41,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,0
51,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,1
35,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,47,1
37,Private,10,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,30,0
37,Private,10,Never-married,Tech-support,Other-relative,White,Female,0,0,40,0
36,Private,15,Never-married,Prof-specialty,Not-in-family,Other,Male,0,0,40,1
57,Self-emp-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,1
50,Federal-gov,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,1
58,Private,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,1
35,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,61,1
36,Self-emp-inc,13,Divorced,Sales,Not-in-family,White,Male,0,0,60,0
32,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,35,0
49,Private,7,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,0
37,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,0
51,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,1
23,Private,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,0
34,Private,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,0
50,Private,9,Never-married,Tech-support,Own-child,White,Male,0,0,15,0
36,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,40,0
46,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,1
58,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,1
42,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,48,1
32,Private,9,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40,1
29,Private,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,0
30,Private,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,0
39,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
66,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,24,1
31,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,1
60,State-gov,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,3103,0,40,1
62,Local-gov,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
62,Private,4,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,91,0
54,Private,9,Divorced,Sales,Unmarried,White,Female,0,0,35,0
30,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,0
19,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,0
55,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,45,1
43,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,99,0
43,Self-emp-not-inc,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,20,0
37,Private,9,Divorced,Sales,Not-in-family,White,Male,0,0,60,0
26,Private,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,0
39,State-gov,14,Married-civ-spouse,Prof-specialty,Other-relative,Other,Female,7688,0,38,1
54,Private,6,Divorced,Prof-specialty,Unmarried,White,Male,14344,0,68,1
48,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,1
52,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,1
52,Federal-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,40,0
50,Local-gov,15,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,52,1
30,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,44,0
29,Private,13,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,4386,0,80,1
44,Private,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,0
17,,6,Never-married,,Own-child,White,Female,34095,0,32,0
43,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,0
29,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,4386,0,40,1
29,Local-gov,9,Never-married,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Male,0,1590,45,0
60,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,42,0
58,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,1
52,Private,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,56,1
49,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,1
20,State-gov,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,0
30,Private,7,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,0,0,40,0
25,Private,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,1902,36,1
34,Local-gov,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,33,0
22,Private,6,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,0
35,Private,13,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40,0
18,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,15,0
40,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,1
75,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,4931,0,3,0
46,Local-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,0
43,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1
37,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
19,Local-gov,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,0
23,Private,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,40,0
28,Private,9,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Male,14084,0,40,1
31,Private,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,25,0
28,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,1
31,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,0
34,Private,12,Separated,Craft-repair,Not-in-family,White,Male,0,0,60,0
22,Private,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,12,0
38,Private,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,0
32,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1
36,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,1
25,Local-gov,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,0
53,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1
46,Private,7,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,1
40,Private,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,0
47,Federal-gov,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,1
54,Private,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,56,1
19,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,0
37,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
25,Private,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,0
48,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
27,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,0
41,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,15,1
23,Private,13,Never-married,Other-service,Not-in-family,White,Male,0,0,35,0
47,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,55,1
44,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,0
23,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,0
35,Private,10,Separated,Other-service,Unmarried,White,Female,0,0,25,0
18,Private,8,Never-married,Other-service,Own-child,White,Male,0,0,15,0
33,Private,11,Never-married,Other-service,Unmarried,Black,Female,0,0,40,0
26,Private,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,44,0
